	SRR7124572	SRR7124582	SRR7124583	SRR7124584	SRR7124585	SRR7124586	SRR7124587	SRR7124590	SRR7124591	SRR7124601	SRR7124602	SRR7124605	SRR7124606	SRR7124607	SRR7124608	SRR7124636	SRR7124647	SRR7124674	SRR7124676	SRR7124678	SRR7124679	SRR7124680	SRR7124693	SRR7124695	SRR7124696	SRR7124697	SRR7124698	SRR7124699	SRR7124700	SRR7124701	SRR7124702	SRR7124703	SRR7124706	SRR7124717	SRR7124718	SRR7124720	SRR7124721	SRR7124722	SRR7124723	SRR7124724	SRR7124725	SRR7124726	SRR7124727	SRR7124757	SRR7124758	SRR7124760	SRR7124761	SRR7124762	SRR7124763	SRR7124764	SRR7124765	SRR7124766	SRR7124767	SRR7124768	SRR7124769	SRR7124770	SRR7124772	SRR7124789	SRR7124806	SRR7124807	SRR7124808	SRR7124812	SRR7124814	SRR7124827	SRR7124831	SRR7124841	SRR7124845	SRR7124849	SRR7124860
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacterium.s__Eubacterium_coprostanoligenes	0	0	0	0	0	0.0034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacterium.s__Eubacterium_dolichum_CAG_375	0	0	0	0	0.00064	0	0	0	0	0	0	0	0.0068	0	0	0	0	0	0	0	0	0.62957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00234	0	0	0	0	0	0	0	0	0	0	0.04071	0	0	0	0	0	0	0	0.01693	0	0	0	0.76836	0.44399	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacterium.s__Eubacterium_eligens	0.42179	0.56343	0.77028	0.99467	3.13937	0.00435	0.40538	0.32447	1.11361	9.96183	11.19796	1.00605	0.00267	0.00333	4.04026	2.5528	1.32818	0.66753	0.2052	0.56158	0.41287	0.37724	4.1818	10.21982	0.97229	0	0.00271	2.66249	0.00157	8.3068	7.25894	3.82039	0.0121	0.40336	0.00526	0.03514	0.00688	2.21455	4.85357	8.20015	3.12639	0.17455	1.22245	0.60147	16.2262	3.6641	5.04963	1.24201	1.06937	0.14681	3.87488	0.05907	3.02023	4.10122	0.00273	0.92702	1.18826	5.51559	3.54008	0.01012	1.02875	0.42694	0.00692	1.07886	1.30694	8.24366	0.2357	0.00264	0.00594
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacterium.s__Eubacterium_hallii	0.11107	0.8518	0.05668	0	0.06776	0.01433	0.13971	0.2104	0.79915	0.20278	0.05071	0.16774	0.1588	0.05733	0.04544	0.49246	0.15687	0.0526	0.13054	0.02904	0.07823	0.13303	0.20556	0.35511	0.03507	0	0.14782	0.07599	0.03995	0.1149	0.05406	0.59609	0.0336	0.19908	0.37514	0.00902	0	0.23943	0.23312	0.01218	0.01072	0.10829	0.03203	0.40949	0.74546	0.00968	0.10262	0.15481	0.14038	0.67648	0.70537	0.08286	0.44801	0.10738	0.3695	0.19745	0.12261	0.33223	0.06156	0	1.05688	0.03181	0.09189	0.13443	0.21279	0.12872	0.10274	0.19616	0.34833
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacterium.s__Eubacterium_limosum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacterium.s__Eubacterium_maltosivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacterium.s__Eubacterium_pyruvativorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacterium.s__Eubacterium_ramulus	0.04758	0.15941	0.21824	0.5298	0	0.00225	0.23181	0.10229	0.11845	0	0.11247	0.09099	1.26301	0	1.24809	0.17747	0	0.02169	0.08975	0.36797	0	0.10053	0.77487	0.32263	0.08554	0	0.05578	0.02288	0	0.21419	0.16333	0.04939	0.00274	0.16273	0.17162	0.01212	0	0.37226	0.10819	0.39303	0.41723	0	0.08204	0	0.11425	0.15345	0.05894	0.12429	0.15224	0.29933	0.6528	0.01065	0.35262	0.10696	0	0.13751	0.0299	0.13445	0.11519	0.60009	0.0516	0.15009	0.20302	0.03482	0.05002	0.40274	0.36871	1.28901	0.511
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacterium.s__Eubacterium_sp_CAG_180	6.41924	0.0112	0.67232	0.00223	0	0.99655	0.06267	0.00065	2.12024	0	0.5816	0.04553	0	0	0	4.53611	0.00209	6.4624	0.05524	0.00528	17.07164	0.01172	0.00488	0.00547	0.00763	0.03078	0.0023	0	0	0.00465	0	0	0	0	1.6148	2.43774	0	0.01294	0.01322	0.00719	0	0	0	0	0	1.82798	0.02661	11.86541	0.45735	0.00041	0.00232	0.00455	0	7.8314	0.00285	0	6.74116	2.00681	7.9839	0	0.55081	0.00834	0	27.32201	0.00413	0.01062	0	0	0.18486
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacterium.s__Eubacterium_sp_CAG_251	0	0.20876	0	0	1.09671	0.27782	0	0	0.65411	0.00066	0.00196	0	1.09641	0	0	0	0	0.09672	0.00046	0	0	0	0	0	0.0938	0	0.87785	0	0	0.26401	0	0.70928	0	0	0	0.18249	0	0	0	0	0.00076	0.80716	0	4.94837	0.90017	0	0	0	0.01846	0.80927	0	0	0	0	0	0.83112	0	0	0	0	0.74717	0.5214	0	0	1.69641	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacterium.s__Eubacterium_sp_CAG_274	0	0.01744	0	0.10029	0.00041	0	0	0	0	3.96613	0.48856	0	1.23716	0.49566	0.02297	0.0102	0	0	0.03525	1.37675	0	0	0	0.11097	0.1463	0.00407	0.04869	29.07259	3.79744	0	0	0.12528	0	0.35922	2.16812	0	0.0045	4.1223	1.96367	0	1.22258	0.65442	0	0.01027	0.31163	0.11946	0.0633	0.00735	1.31523	2.07523	0	0.06411	1.03267	0	0	0.55161	0	0	0.0877	0.00643	0.00131	0	7.51701	0.25083	0	0.02628	0.00767	4.99567	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacterium.s__Eubacterium_sp_CAG_38	0.27079	0.14686	1.73351	1.8537	1.98348	0.00049	1.16384	0.244	1.86913	0.00072	1.99724	0.01203	0	0.69554	8.83387	0.21535	1.23837	0.10621	0.08685	9.45758	0.0419	4.15657	0	0.00035	0.00753	0	2.89938	0.00423	0.3038	0.20741	0.11962	0.6081	0	0	0	2.1403	0.00287	0.91556	0.17498	0	0.00736	0.39959	0.21501	0.10926	0.77835	0.65063	0.0982	0.00057	7.95449	1.80762	15.91156	0.09274	1.17491	6.28136	0.12435	0.24289	0.00151	2.86712	0.36629	0	0	0.01525	0.0017	0.70502	0.2024	1.11905	4.11082	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacterium.s__Eubacterium_sp_CAG_786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacterium.s__Eubacterium_sp_OM08_24	0	0.02189	0	0	0	0	0	0	0	0	0	0.00766	0	0	0.00099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00061	0	0	0	0	0.04965	0	0	0	0	0	0	0.76713	0	0	0	0	0	0	0	0	0	0	8.64327	0	0	0.00017	0	0	0.04318	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacterium.s__Eubacterium_ventriosum	0.05461	0.48082	0.00397	0	0	0	0.38696	1.04745	0	0.30929	1.60136	0.00951	0.30768	0.1274	1.34741	1.3128	0	0.02102	0.07496	0.00647	0.61541	0.03855	0	0.5257	0.06442	0	0.10009	0	0	0.01312	0.02961	0.48311	0.01064	0.32873	0	0.00029	0	0.37593	0.02435	0	0.77131	0.13525	0.01503	0.01778	0.26331	0	0.67677	0.01742	0.63938	0.01672	0.90633	0.19471	0.13595	0.33345	0	0.10303	0.65396	0.27115	0.19853	0.32675	0.46867	0.27827	0	0.02143	0.00119	0	0.0901	0	0.20583
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Pseudoramibacter.s__Pseudoramibacter_alactolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Hungateiclostridiaceae.g__Mageeibacillus.s__Mageeibacillus_indolicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Anaerosporobacter.s__Anaerosporobacter_mobilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Anaerostipes.s__Anaerostipes_caccae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Anaerostipes.s__Anaerostipes_hadrus	0.01028	0.08106	0.00827	1.15496	0.00152	0.13931	0.83058	0.02533	1.35454	0.13256	1.49572	0.05688	1.37659	2.74591	1.48524	0.85959	1.11593	0.0117	0.02506	0.23406	0.0396	0.24766	3.00252	0.54784	0.03215	0.01801	0.67949	0.19221	0.03325	0.77665	0.16299	0.88822	0.0112	1.35397	0.32068	0.00505	0.07781	0.14442	0.51883	2.02455	0.42214	0.086	0.06513	1.09182	0.56336	0.43387	0.86245	1.38623	0.20618	0.44739	1.77433	0.03926	0.55648	0.36301	0	0.09726	0.85493	0.48067	0.52054	3.94127	0.35541	0.05299	0.30809	0.07452	0.11552	0.49309	0.55925	2.63567	0.05213
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Anaerotignum.s__Anaerotignum_lactatifermentans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00567	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia.s__Blautia_coccoides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0178	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia.s__Blautia_hansenii	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02298	0	0	0	0	0	0	0	1.13665	0	0	0	0	0	0	0.03696	0	0	0	0	0	0	0	0.04506	0.04683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.59973	0.11728	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia.s__Blautia_hydrogenotrophica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00642	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia.s__Blautia_obeum	0.04259	0.10142	0.18355	0.42634	0.89533	0.14389	0.40319	0.59976	0.10407	0.03747	0.09393	0.34222	0.09558	0	0.81306	0.04519	0.04602	0.44982	0.11545	0.01112	0	0.03086	0.03268	0.03882	0.03755	0	0.00698	0	0	0.06879	0.02731	0.09845	0	0.17582	0.25665	0.07161	0.00127	0.26214	0.09983	0.31524	0.01036	0.08475	0.02635	0.29093	0.11988	0.04426	0.13777	0.05695	0.02553	1.11243	0.042	0.25124	0.02731	1.15315	0	0.03463	0.07375	0.34722	0.12626	4.43492	0.21617	0.19151	0.01314	0.36269	0.04892	0.08537	0.41225	0.36259	0.25142
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia.s__Blautia_producta	0	0	0	0.00446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia.s__Blautia_sp_CAG_257	0	0	0	0	0	0	0	0	0	0	0	0	0.02524	0.01719	0.00624	0	0.21077	0	0	0	0.17886	0.10856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24019	0	0	0.0203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.17247	0	0	0	0	0	0	0	0.00458	0	0	0	0	0.03998	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia.s__Blautia_wexlerae	0.00438	0.08748	0.0351	0.16599	0.05161	0.11302	0.12041	0.07984	0.30562	0.08848	0.04163	0.30506	0.23152	0.70146	2.7387	0.01004	0.08212	0.04382	0.01543	0.01803	0.22941	0.01623	0.02245	0.09664	0.00211	2.71439	0.00749	0.11497	0.11315	0.08399	0.01718	0.12878	0.01931	0.03112	0.15492	0	0.06683	0.24362	0.25714	0.12474	0.00767	0.03421	0.00123	0.24633	0.07163	0.07768	0.05219	0.06913	0.12844	0.92162	0.02319	0.014	0.07921	0.05639	0.00129	0.05136	0.108	0.04895	0.29158	0.45468	0.18457	0.25977	0.0147	0.06845	0.04637	0.11883	0.64819	0.06644	0.06371
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia.s__Ruminococcus_gnavus	0.03636	0.01835	0.00308	1.1739	1.91335	0.58077	0.01357	0.00856	0.01661	1.66685	0.02003	0.01679	1.05628	4.45131	0.87671	0.00486	2.11538	0.33454	0.40999	0.00424	1.01791	2.24094	0.24511	0.00029	0	4.82225	0.04049	0.91638	0.74303	0	0.00213	0.00531	2.10314	0.00658	0.00327	3.4159	6.95789	0.48483	0.09871	0.36808	0	0.66133	0.00318	2.36812	0.00958	0	0.0422	0.01565	0.00866	0.06658	0.37044	0.00711	0.05181	0.00924	3.22903	0.01091	0.01292	0.0068	0.00504	0.04714	0.00409	0.00266	2.05105	0.01919	0	0.00285	10.64372	11.69732	0.02182
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia.s__Ruminococcus_torques	0.74052	3.47168	0.61592	4.73049	0	0.00371	0.79906	0.37248	0.45733	2.88655	1.57077	0.56768	0.44911	0	0.00039	0	0	0.16715	0.82001	4.13737	0.00086	0.00965	0.04212	1.0541	0.09139	0.0057	0.59479	0	0.64832	0.12459	0.03963	0.45592	0	0.40334	0.30964	0.01487	0.01187	11.24316	0.21743	0.0027	0.55231	0	0.13718	0.71011	0.26625	0.02564	0.05636	0.28345	0.9143	1.28948	1.60334	0.24624	0.88281	0.43685	0.19355	0.73463	0	0.21222	1.72856	7.96477	0.39849	0.90373	0.0108	0.67647	0.12187	3.62707	0.06701	0.00472	0.83221
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Butyrivibrio.s__Butyrivibrio_crossotus	0.36825	0	0	0	0.00677	0	0	0	0	0	0	0	0.00382	0	0	0	0	0	0	0.00279	0	0	0	0	0.00567	0	0.00126	0	0.00324	0.00049	0	0	0	0	0	2.79207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00165	0.00088	0.0044	0	0	0.00038	0	0	0.00889	0	0	15.18964	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Butyrivibrio.s__Butyrivibrio_sp_CAG_318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus.s__Coprococcus_catus	0.05417	0.1386	0.06331	0	0	0.05652	0.04084	0.17823	0.05868	0	0.03018	0.18297	0	0	0.01021	0.00044	0	0.21935	0.09187	0.06991	0.19479	0.14855	0.25682	0.16907	0.06429	0	0.12736	0	0	0	0.05734	0.02776	0.01579	0.03636	0.16221	0.12333	0	0.27824	0.05252	0.59844	0.02832	0	0.06104	0.40108	0	0.02889	0.0457	0	0.36813	0.30275	0.23757	0.02001	0	0.09686	0	0.06403	0.01603	0.09345	0.19206	0.63117	0.17794	0.10894	0	0.07999	0.05836	0.18637	0.00319	0	0.09188
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus.s__Coprococcus_comes	0.21008	0.70762	0.86187	0.85796	0	0	0	0.58444	0.20642	0	0.51286	0.18032	0.10292	0.45485	1.79877	0.55057	0	0.58246	0.63691	0.19853	0.20408	0	0.15144	0.50458	0.14515	0	0.14949	0.16377	0	0.58573	0.08253	0.20672	0.27499	0.51996	0.29221	1.15662	0	1.83742	2.02641	1.20248	0.15982	0.27133	0.15922	0.31885	0.20905	0.29382	0	0.0267	1.17731	0.74058	0.88132	0.32979	0.39713	0.4031	0.33573	0.16336	0.01329	0.48904	0.54024	0	0.60197	0.27084	0.13845	0	0.31855	0.52565	0.71457	0	0.15046
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus.s__Coprococcus_eutactus	3.35884	2.51894	0.15727	0	0	0	0	0	2.08621	0	0.3417	2.80945	0	0	0	0	0	0.75713	2.4309	0	0	0	0	3.85232	5.72961	0	0	0	0	0	0	2.88868	0	0	0.30383	0.01218	0	0	0	0	0	0	0.12774	0	0	0.04951	0	0.09621	0.54397	0	1.3782	0	1.99516	0	0	0	0	0	0	0	0.8496	0.2347	0	0	0.07808	0	0	0	1.56299
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Dorea.s__Dorea_formicigenerans	0.36432	1.18285	0.4764	0.78139	0	0.04401	0.95737	0.81326	0.14212	0.75287	0.123	0.10703	1.26669	0	0.62183	0.15	0.45363	0.49414	0.364	0.4494	0.36465	1.23854	0.33954	0.90498	0.69372	0	0.6884	0.09726	0	0.1851	0.40042	0.13773	0	0.20678	0.74226	0.0508	0.00018	0	1.22875	0.17038	0.29996	0.16735	0.26594	0.38684	0.11939	0.26676	0.41967	0.1132	0.47594	1.70132	1.25929	0.21378	0.41608	0.30641	1.71651	0.3121	0.15965	0.87454	0.65443	1.49916	0.1267	0.98814	0.22436	1.22332	0.15676	1.01044	1.42523	0.24371	1.34896
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Dorea.s__Dorea_longicatena	1.11116	2.58887	2.25724	2.22876	0	0.94277	0.69354	1.10846	1.05607	1.06243	0.02291	0.38759	2.40415	0	0.04128	1.43715	1.88202	1.95258	2.01588	1.07004	0	0.82125	0.64061	1.15534	1.36885	0	0.26634	1.20076	0.60047	1.45174	0.5811	0.32359	0.05077	1.21382	1.37336	0.24075	0.00243	1.18412	2.99793	1.19734	0.3743	1.11854	0.56717	2.55552	0.29163	1.07416	0.77415	0.15595	1.66429	1.42742	3.15576	0.41153	0.64072	0.97471	0.01783	0.73976	0.26698	1.00174	0.83339	1.10765	0.37377	2.28644	1.16739	1.84391	0.96155	1.82271	3.20115	0	1.06582
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Dorea.s__Dorea_sp_CAG_317	0	0	0	0	0.51593	0	0	0	0	0	0	0	0	0.43459	0	0	0	0	0	0	0.04051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00564	0	0.00123	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13011	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Dorea.s__Dorea_sp_D27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Eisenbergiella.s__Eisenbergiella_massiliensis	0	0	0	0	0	0.00431	0	0	0	0	0	0	0	0.00013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00686	0	0	0	0	0	0	0	0	0	0	0.01264	0	0	0	0.00765	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Eisenbergiella.s__Eisenbergiella_tayi	0	0	0	0	0	0.00308	0	0	0.00041	0	0	0	0	0.0606	0	0	0	0	0.10827	0	0	0.0013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00293	0	0.01015	0	0.07577	0	0	0	0	0	0.28691	0	0	0	0	0.00029	0	0	0	0	0	0	0.00588	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Faecalicatena.s__Faecalicatena_orotica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Fusicatenibacter.s__Fusicatenibacter_saccharivorans	0.3806	0.29346	0.52017	7.78778	0.984	0.03903	0.65238	0.90847	3.69991	0.85421	0.41285	2.05926	7.82856	2.96511	13.86517	0.58696	0.73316	0.0953	0.30708	0.93097	0.92133	1.13216	3.50954	1.31458	0.17271	3.12606	0.48729	0.66833	0.62549	1.50005	1.5494	2.46497	0.00552	6.77023	0.45726	0.11436	0.03048	4.11204	0.7482	1.42842	3.57651	0.03034	0.16746	3.36203	1.00555	0.18387	3.25503	1.35577	1.32389	3.39828	1.8802	5.09014	1.77563	1.25707	1.29329	0.1651	3.32595	1.4638	1.96118	2.73443	0.55463	1.05174	0.55584	1.1399	0.75967	1.3534	4.18708	6.85749	2.53345
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium.s__Clostridium_aldenense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00041	0.00169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00175	0	0.00661	0	0	0	0	0	0	0	0	0	0.00195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium.s__Clostridium_asparagiforme	0	0	0	0	0	0.00252	0.04835	0	0	0	0	0.00073	0.0017	0.19937	0	0	0	0	0	0	0.03871	0.02249	0	0	0	0	0	0	0	0.00076	0	0.00428	0.03498	0.00367	0.00181	0	0	0	0	0.00302	0	0	0	0.03502	0.00197	0	0.01222	0	0	0	0	0.00486	0.00715	0	0	0	0.05539	0	0	0	0	0	0	0	0.00388	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium.s__Clostridium_bolteae	0	0	0	0.02661	0.05846	0.08339	0.04589	0	0	0.04904	0	0.0045	0.00168	0.27313	0.00024	0	0.06887	0	0	0	0.04106	0.12395	0	0.00644	0	0.34016	0.00325	0	0.02846	0	0	0	0.30963	0	0	0	1.59546	0.01701	0	0.06693	0	0.01404	0	0.13039	0.00433	0.01301	0.02034	0.00314	0	0	0	0	0.01524	0.00094	0.61569	0	0.03893	0	0.00291	0	0	0	0.06516	0.02801	0	0	0	0.06929	0.00326
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium.s__Clostridium_citroniae	0.00279	0	0	0	0	0.00182	0.00983	0	0	0	0	0.01145	0	0.12758	0.00256	0.00023	0	0	0	0	0	0.00566	0	0.00701	0	0	0.01382	0	0	0	0	0.03969	0.03801	0.00111	0	0	0.01504	0.00616	0	0.00635	0	0.0141	0	0.00116	0.02165	0.00363	0.00135	0.00112	0.00166	0.00168	0.00913	0	0.00945	0.00479	0	0	0.02124	0.00484	0	0	0	0	0	0.01308	0.01942	0.00352	0	0	0.003
