	DRR171464	DRR171468	DRR171470	DRR171473	DRR171475	DRR171476	DRR171478	DRR171480	DRR171481	DRR171482	DRR171486	DRR171495	DRR171496	DRR171498	DRR171505	DRR171577	DRR171583	DRR171590	DRR171611	DRR171612	DRR171614	DRR171615	DRR171632	DRR171633	DRR171635	DRR171638	DRR171649	DRR171729	DRR171736	DRR171751	DRR171752	DRR171754	DRR171756	DRR171775	DRR171787	DRR171788	DRR171803	DRR171804	DRR171808	DRR171809	DRR171811	DRR171823	DRR171826	DRR171828	DRR171830	DRR171835	DRR171836	DRR171837	DRR171854	DRR171857	DRR171868	DRR171883	DRR171888	DRR171889	DRR171894	DRR171895	DRR171903	DRR171908	DRR171913	DRR171914	DRR171926	DRR171927	DRR171929	DRR171932	DRR171937	DRR171940	DRR171956
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacterium.s__Eubacterium_sp_An11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacterium.s__Eubacterium_sp_CAG_180	0	0	0	0	0	0	0	0	0	0	0.01798	4.50338	0	0	0	0	0	0	0.80939	0	7.79736	0	0	0	0	5.11534	0	0	0.08034	0	0.14026	1.52226	0	0	0	0.00186	0	0	0.00432	0	0	0	0	0	0	0	1.09038	0	0	0.68198	0	0	0	2.52982	0	5.47547	3.98945	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacterium.s__Eubacterium_sp_CAG_251	0	0	0	0	0	0	0	0	0	0	0	0	1.63844	0	0.29065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.42176	0	0	0	0	0	0.86489	0	0	0	0	0.80225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.04363	0.85446	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacterium.s__Eubacterium_sp_CAG_274	0	0	0.00748	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27716	0	0.04193	0	0	0	0.01989	0	0	0	0	0	0.08348	0	0	0	0	0	0	0.01492	0.6099	0	0	0	0	0	0	0	0	0.00194	0	0	0	0	0	0	0	0	0	0	0.04338	0.27822	0	0	0	0.32428	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacterium.s__Eubacterium_sp_CAG_38	0.00331	0.57709	0.01283	2.91573	0.24498	0.00151	0.83003	0	3.72162	1.70014	0	0.27429	0	0.19233	0.03261	0.0146	3.19066	2.43813	0	0	0.36791	0	0.1547	0	0	0.05736	0	1.44664	0.39036	0	0.20187	0.0274	0	0	0	1.06416	0	4.84198	0	0.5219	0	0.09912	0.16768	0.26402	0	0.72433	0	0	0	0	1.61266	0	0	0	0	0	0	1.89394	0.2628	1.0769	0.30238	0	0.1691	0.24794	0	0	0.00597
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacterium.s__Eubacterium_sp_OM08_24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacterium.s__Eubacterium_ventriosum	0.00489	0	0.24142	0	0.15023	0.19949	0	0	0	0	0	0.01146	0	0.02364	0.03149	0.07761	0.38813	0.01181	0.01917	0	0.01086	0.21018	0.00786	0	0	0	0.01932	0.25697	0.0213	0.43841	0.20892	0	0.02913	0	0	0	1.07942	0.09611	0	0.03316	0.23542	0.0167	0.25797	0	0	0.11298	0	0	0	0.0021	0.20865	0.02735	0.06557	0	0	0	0.02513	0.09913	0	0	0.26833	0.00712	0	0	0	0	0.00731
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Pseudoramibacter.s__Pseudoramibacter_alactolyticus	0	0	0	0	0	0	0.00553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Anaerostipes.s__Anaerostipes_caccae	0	0	0	0	0	0	0	0	0	0	0	0	0.01964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09802	0	0	0	0	0	0	0	0.01388	0	0	0	0	0	0	0	0.00565	0.0754	0.00871	0.00758
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Anaerostipes.s__Anaerostipes_hadrus	0.03686	0.00278	3.70068	0	0.13316	0.01518	0	0.69938	5.17785	0.72204	0	0	0.28824	0.82326	0.00093	2.17556	1.44992	0.89442	2.63097	1.89798	0	0.21278	5.86586	0	1.40156	0.11053	0	0.25856	3.9722	0.56273	0.09088	0.02355	0.39304	2.97548	0	0.11479	2.37103	8.0268	0.85182	0.94156	0.14429	1.01392	0.28521	0	0.61965	0.19253	0.00435	0	4.66313	0.02712	0.31323	0.20244	1.36351	0	1.34043	0	0.07802	0.45792	0.55199	0	0	0.10057	0	0.76792	0	0	0.04623
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Anaerotignum.s__Anaerotignum_lactatifermentans	0	0	0.43485	0.00783	0	0	0.79297	0	0	0	0.08597	0	0	0	0	0	0	0	0	0.02379	0.28926	0.03859	0	0	0	0	0.01644	0.10027	0	0	0	0	0.02779	0	0.4876	0.13481	0	0	0	0	0	0	0	0.4664	0	0.15637	0	0.10663	0	0	0	0	0.46948	0	0	0	0	0	0.32359	3.51751	0	0.02993	0.08726	1.41527	0	0.04265	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia.s__Blautia_coccoides	0	0	0.1229	0.14075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00622	0	0	0	0	0.02358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13986	0.0191
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia.s__Blautia_hansenii	0	0	0	0.00446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00086	0.01201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00852	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia.s__Blautia_hydrogenotrophica	0	0	0	0.04936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01035	0	0	0	0	0	0	0	0	0	0	0.02453	0	0	0	0	0.00463	0	0	0	0.03729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18321	0	0	0	0	0	0	0.11871
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia.s__Blautia_obeum	0.59295	0.31237	0	0	0.32904	0.14319	0	0.17486	0	0.10475	0	0.00931	0.05323	0	0.03853	0.30701	0.22295	0.34515	0.5587	0	0.00958	0.05977	0.20564	0	0	0.05051	0.46408	0	3.11963	0.45278	0.16934	0.02227	1.39822	0	0	0.02244	1.27247	0.33513	2.29815	0.04837	0.01762	0.3014	1.20043	0	0	0.28065	0.02089	0.16856	0.09766	0.04498	1.38496	0.06353	0.01472	0.20957	0.88566	0.19352	0	0.67369	0.90161	0	0.21101	0.06229	0.17523	0.3624	0.09622	0	0.60427
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia.s__Blautia_producta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0219	0	0.00049	0.01245	0	0	0	0	0	0	0	0	0	0.00356	0	0	0.01755	0	0	0	0	0	0.01855	0.01771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14833	0	0	0	0	0	0	0.01927
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia.s__Blautia_sp_An249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00702	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia.s__Blautia_sp_CAG_257	0	0	0.15789	1.19021	0	0	12.19318	0.00301	0	0	0.00087	0	0	0	0	0	0	0	0	0.09608	0.04795	0.19094	0	0.55662	0.33348	0	0	0.22221	0	0	0	0	0	0.22883	1.59883	0.06129	0	0	0	0.00663	0.05043	0	0.00768	0	0	0	0	0.13568	0.02403	0	0	0	0.01822	0.00233	0	0	0.00827	0.05055	0.43231	3.13607	0.00076	0	0.03648	0.40176	0.19203	4.16991	1.11153
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia.s__Blautia_sp_N6H1_15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia.s__Blautia_wexlerae	0.04512	0.01346	2.98864	0.00172	0.01773	0.00421	0	0.25256	2.43723	0.10185	0	0.01564	0.03324	0.03865	0.02237	0.05325	0.26318	0.05546	0.24026	1.04314	0.00196	0	0.17826	0.03532	0	0.20508	0	0.19356	0.169	0.03578	0.00852	0.03777	0.03433	0.78515	0.01662	0.04699	0.32991	1.85894	0.53949	0	0.03046	0.05952	0.02241	0	0.89963	0.02183	0.00245	0.10585	0.61545	0.00198	0.13399	0	0.06238	0.13257	0.08388	0.23309	0.16413	0.35623	0.22295	3.55365	0.21149	0	0.09424	0.24665	0.2798	0	0.01317
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia.s__Ruminococcus_gnavus	0.03819	3.25965	0.43494	1.48072	0.01596	0	27.17402	0.25821	7.72565	0.13375	19.50547	0	0.20835	0.13277	0	0.08595	0	0.02899	0	3.27644	0.2411	0.12846	1.85861	2.5466	2.35697	0.07529	2.1709	1.87167	0.3436	0.01493	0.072	0.01917	0	0.54514	5.7087	0.10544	0.54354	0.44285	0	0.24633	0.43037	0	0.45077	2.75448	1.3398	0.05732	0.00474	14.72401	0.01913	0.04039	0.0408	0	0.05447	0.60738	1.92501	0.09202	0.07739	0.14343	0	5.34966	0.09271	0	0.51086	0.4096	2.21448	34.11051	0.14786
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia.s__Ruminococcus_torques	0	7.46288	0	0	1.70058	0.30469	0	0	0	2.78277	0	0.73564	1.95608	1.59528	1.06131	1.29773	0	0	0.20878	0	0.21187	0	0	0	0	2.63162	0	0	0	0	1.20109	0	1.04239	0	0	0	0	0	2.93419	0	0	0.96483	0	0	0	0.73319	0.38957	0	15.22851	0.63724	0.92793	0.57442	1.23081	0.96797	0	1.5609	0	0	0	0	0.81378	0.15863	0	0	8.15685	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Butyrivibrio.s__Butyrivibrio_crossotus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Butyrivibrio.s__Butyrivibrio_sp_CAG_318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Cellulosilyticum.s__Cellulosilyticum_lentocellum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus.s__Coprococcus_catus	0.10194	0.17397	0	0	0.43709	0	0	0	0	0	0	0.11079	0	0	0.11087	0.06044	0	0.00208	0.19961	0.20624	0.10795	0	0	0	0	0	0.0583	0	0	0.14119	0.12501	0	0.22962	0	0	0	0.46783	0.74205	0.31646	0.13747	0.26848	0.24842	0	0	0	0.00103	0.03579	0.62244	0	0.0814	0.52406	0.03265	0.14777	0	0	0.03279	0.09908	0	0.01223	0	0	0	0	0.18427	0.08055	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus.s__Coprococcus_comes	0.59447	0	0	0	0.5415	0.22879	0	0	0	0.50216	0	0.1005	0	0.62278	0	1.54738	0.69922	0.74084	0.1138	0	0	0	0	0	0	0	0.07827	0.75395	2.04458	0.25193	0	0	0	1.32166	0	0	1.23861	2.56883	0.49291	0.24684	0.15644	0.13482	0.34645	0	0	0.28218	0.04244	0	1.91577	0	0.15831	0.24724	0	0	0	0.23736	0.05482	0	0	0	0	0.27244	0	0	1.3372	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus.s__Coprococcus_eutactus	0.08391	0	0	0	0	0	0	0	0	0	0	2.54207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.47552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.10642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Dorea.s__Dorea_formicigenerans	0.12658	0.53183	0	0	0.53392	0.32133	0.47453	0	0	0.74524	0	0.20931	0	0.55838	0.12915	0.55453	0.18626	0.14515	0.60499	0.02741	0	0.23765	1.14924	0	0	0	0.17759	0.02854	0	0.08044	0.24859	0.12369	0.29831	0.10181	0	0.05297	0.20309	0	3.90835	0.24724	0.13137	0.47809	0.78112	0	0.86976	0.15206	0.18218	0	1.43897	0	0.63115	0.34365	0.21476	0.09687	0.99255	0.69556	0.01882	0.24954	0.11033	0	0.15915	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Dorea.s__Dorea_longicatena	0.81858	0.35353	0	0	0.34196	0.20411	2.26361	0	0	1.33974	0	0.08523	0	0	0.11376	0.97085	0.08047	1.31869	0.64952	0.07648	0.06521	0	1.82432	0	0	0.01778	0	0.28853	0	0.11924	0.31103	0	0.31894	0.61335	0	0	0.51373	1.5389	2.37236	0	0.8519	0.84201	0.48179	0	0.80433	0.24492	0.45884	3.02518	0	0.56422	2.40194	0.0492	0.54375	0.20927	0	0.25135	0	0	0	0	0	0.12351	0	0.67183	0	0	1.38987
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Dorea.s__Dorea_sp_CAG_317	0	0	0	0	0	0	0	0	0	0	0	0	0.78029	0	0	0	0	0	0	0.00072	0.00361	0.1334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00982	0	0	0	0	0	0	0	0	0	0	0	0	0.00124	0	0	0	0	0	0.00504	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Eisenbergiella.s__Eisenbergiella_massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04094	0	0	0	0	0	0.01586	0	0.3329	0	0	0	0	0	0	0	0	0	0	0.02473	0	0	0	0	0	0	0	0	0	0	0.0718	0	0	0	0.09005	0	0	0	0	0.00576	0	0	0	0	0	0	0	0	0	0	0.03147	0	0	0.01726
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Eisenbergiella.s__Eisenbergiella_tayi	0	0.03881	0.00326	0	0	0	0.12293	0	0	0	0	0	0	0	0	0	0	0.03072	0	0	0	0.02241	0	0	0	0	0	0	0.0051	0	0	0	0.01167	0.05599	0	0	0	0	0	0	0.00207	0	0	0	0	0	0	0	0	0	0.01026	0	0	0	0.00592	0	0.02102	0.00096	0.00624	0	0	0	0.0528	0.00834	0	0	0.08001
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Faecalicatena.s__Faecalicatena_orotica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Fusicatenibacter.s__Fusicatenibacter_saccharivorans	0.30281	0.1693	2.52055	0	0.65788	0.0307	0	0	4.04629	0.19103	0	0.00027	0.10116	0.38122	0.52538	1.45881	0.53298	1.28078	2.22549	0.29221	0.02033	1.79396	0.93756	0	0	0.20395	0	0.14016	3.62014	0.71456	0.72713	0.02693	0.94737	0.67093	0	0.18629	1.08082	3.86998	0.47549	4.51846	0.36845	0.73985	0.71305	0	0	0.21453	0.02677	0	1.43682	0.15529	0.37207	0.05746	0.19299	0.15916	0	0.07795	0.04413	0.31931	2.75328	2.05874	1.53892	0.61921	0	0.69821	0.42268	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoanaerobaculum.s__Lachnoanaerobaculum_saburreum	0	0	0	0	0	0	0.00843	0	0	0.05732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoanaerobaculum.s__Lachnoanaerobaculum_umeaense	0	0	0	0	0	0	0	0	0	0.0169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium.s__Clostridium_aldenense	0	0.00103	0.01618	0.02444	0	0	0	0.01137	0	0	0.10905	0	0.01896	0.00218	0	0	0	0	0	0	0	0.00212	0	0	0.06587	0	0	0	0	0	0	0	0	0	0.003	0	0.00718	0	0	0	0	0	0	0.01194	0	0	0	0.02	0	0	0	0	0	0.00071	0.00428	0.00632	0.00147	0	0	0	0	0	0.00963	0	0	0	0.00657
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium.s__Clostridium_asparagiforme	0.00759	0.00428	0.01982	0.03522	0	0	0	0.00211	0	0	0	0.00637	0.02943	0	0.00349	0	0	0	0	0.00288	0.03152	0.01758	0	0	0	0.08168	0.03107	0	0	0	0	0	0	0.00369	0.02932	0.02517	0.00504	0	0	0.06129	0.00134	0	0.05123	0.03098	0	0.00121	0	0	0	0	0	0	0.01332	0	0.02156	0	0.01715	0	0.01281	0.48923	0.02215	0	0.06048	0	0	0	0.02484
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium.s__Clostridium_bolteae	0.06846	0.06901	0.0339	0.1118	0.03205	0.00056	0	0.0814	0	0	0.55112	0.00102	0.65406	0	0.00428	0	0	0.00631	0	0.08151	0.02448	0	0	0.07143	9.7181	0.06828	0.025	0	0.01927	0	0.00297	0	0.01898	0.02265	0.16327	0.07953	0.04303	0.00768	0	0.02958	0.05322	0	0.06511	0.69507	0.49021	0.03361	0	0.47665	0.0232	0.01114	0	0	0.06724	0.34958	0.31674	0.05104	0.06517	0.06853	0.15915	1.84477	0.00776	0.04457	0.4225	0.26762	0.16292	0.10671	0.07715
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium.s__Clostridium_citroniae	0.0016	0.04057	0.0588	0.00411	0	0	0	0.05911	0.2139	0.00424	0.07549	0.00281	0.02903	0.05493	0.00555	0	0.00233	0.00736	0	0	0.00078	0.05655	0	0	0.11492	0.03075	0	0.05472	0	0.0103	0	0	0	0.01014	0.01389	0.02243	0.02702	0	0.00473	0.01208	0.12197	0	0.02265	0.03397	0	0.0081	0	0.00275	0	0.00096	0	0	0.01591	0.04279	0.02715	0	0.07264	0.03961	0	0.18428	0.00602	0	0.02295	0.17343	0.00968	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium.s__Clostridium_clostridioforme	0	0	0.0595	0	0	0	0.94417	0.10949	0.05077	0	0	0	0.04482	0.35009	0	0	0	0	0	0	0.00763	0.04899	0	0.12239	0	0	0	0.00234	0	0	0	0	0	0.01844	0	0	0	0	0	0	0	0	0	0	0	0	0	1.64544	0	0	0	0	0.02798	0.01462	0.36215	0.04118	0.0662	0.04739	0	0.13561	0	0.00731	0.07885	0.10535	0	0	0.04833
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium.s__Clostridium_hylemonae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium.s__Clostridium_lavalense	0.00591	0.00489	0	0	0	0	0	0.0565	0	0	0	0.00278	0.01407	0.18894	0	0	0	0	0	0	0	0.02735	0	0	0.08192	0.01061	0.02632	0.02124	0	0.00074	0	0	0	0	0	0.01808	0	0	0	0	0	0	0	0	0	0	0	0.00804	0	0	0	0	0	0	0	0	0.00163	0	0	0	0	0	0.06006	0.15792	0	0	0.00663
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium.s__Clostridium_saccharolyticum	0	0.00186	1.11899	0	0	0	0	0.04179	0	0	0	0	0	0	0	0.01358	0.01115	0.02081	0	0.01303	0	0	0	0	0	0	0	0.06353	0	0	0	0	0.00359	0	0	0	0	0.00578	0	0	0	0	0.08334	0	0	0.00249	0	0	0	0	0	0	0	0	0	0.08963	0	0.04036	0.07851	7.85229	0.01011	0	0.12107	0.13558	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium.s__Clostridium_scindens	0	0.00094	0.00283	0	0	0	0	0	0	0	0	0	0.00029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00557	0	0	0	0	0.01238	0	0	0.05033	0.00185	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium.s__Clostridium_symbiosum	0	0.03604	0.15045	0	0.02336	0	0.01114	0.01194	2.17663	0	0.01533	0	0.36445	0.65029	0.03798	0	0	0.01464	0	0.00636	0	0.0074	0	0	0.57116	0	0	0.02466	0	0	0	0	0	0.15486	0.11988	0.04673	0	0	0	0.01445	0.01445	0	0.01536	0	0	0	0	0.11257	0	0.00509	0	0	0	0	0	0	0.0415	0.03782	0	0	0.00866	0	0.11174	0.1327	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium.s__Lachnoclostridium_sp_An118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00056	0.03274	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium.s__Lachnoclostridium_sp_An131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18668	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium.s__Lachnoclostridium_sp_An138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00199	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium.s__Lachnoclostridium_sp_An14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium.s__Lachnoclostridium_sp_An196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
